0,0,0
0.319678,0.110037,0.99433
0.407364,0.462189,1.923808
0.133941,0.831492,2.551249
-0.436994,1.019508,3.058079
-1.095999,1.079299,3.119036
-1.738244,1.090434,3.133042
-2.324763,1.155695,-3.083435
-2.983982,1.048576,-2.937759
-3.675353,0.950576,3.087467
-4.171551,1.09104,2.623164
-4.667641,1.49221,2.324922
-5.02195,1.94162,2.237117
-5.173494,2.260276,1.667352
-5.176948,2.435078,1.005776
-5.090663,2.525071,0.256792
-5.026007,2.562397,-0.640122
-4.968683,2.541938,-1.260774
-4.985134,1.970721,-1.553595
-4.98837,1.44076,-1.722116
-5.116643,1.101831,-2.276301
-5.556349,0.827312,-2.887487
-6.105078,0.777218,3.132043
-6.599541,0.690169,-2.59339
-6.970919,0.346309,-1.917418
-7.10988,-0.167267,-2.065537
-7.298898,-0.408535,-2.668075
-7.826636,-0.494531,-3.048854
-8.111153,-0.5880649999999999,-2.274716
-8.230219,-0.757825,-1.667226
-8.215812,-0.982586,-1.069703
-8.054656,-1.163489,-0.5020790000000001
-7.530488,-1.336806,-0.289084
-7.047442,-1.543655,-0.470153
-6.480136,-1.817767,-0.479846
-6.035863,-2.094706,-0.844622
-5.880507,-2.331907,-1.407731
-6.024256,-2.827609,-1.931999
-6.162006,-3.388034,-1.438927
-6.025105,-3.745385,-0.908718
-5.74353,-4.208997,-1.462472
-5.887923,-4.783638,-2.356256
-6.025101,-4.89359,-2.867806
-6.575456,-4.920768,3.011043
-6.859197,-4.886203,-2.734182
-6.952006,-4.936967,-2.004842
-6.994503,-4.928258,-1.016349
-6.986029,-4.927715,-0.195775
-7.005655,-4.946048,0.34945
-6.919158,-4.839661,1.188917
-6.66261,-4.386386,0.922184
-6.356484,-3.887522,1.240642
-6.158564,-3.30927,1.342839
-5.855321,-2.742078,0.805123
-5.477374,-2.383415,0.964475
-5.278424,-1.915518,1.45027
-5.275881,-1.334182,1.691863
-5.328524,-0.749858,1.656148
-5.274583,-0.162181,1.199658
-4.939003,0.331403,0.604589
-4.606484,0.461126,0.054813
-4.08842,0.398522,-0.08402800000000001
-3.541182,0.477357,0.448168
-3.028289,0.779883,0.620572
-2.492754,1.088429,0.470232
-1.905505,1.228106,-0.034765
-1.293336,1.110437,-0.253909
-0.645258,0.9360810000000001,-0.270407
0.022996,0.781675,-0.195105
0.6207819999999999,0.657399,-0.17364
1.246658,0.54772,-0.129244
1.866934,0.430556,-0.175522
2.444821,0.304194,-0.290407
2.980413,0.052459,-0.639
3.388517,-0.34136,-1.05201
3.525282,-0.871309,-1.667781
3.374404,-1.408195,-2.0139
3.083803,-1.903055,-2.055947
2.867356,-2.399342,-1.795109
3.004026,-3.175749,-0.905035
3.328418,-3.48259,-0.520808
3.747003,-3.619183,0.027697
4.100917,-3.531487,0.548423
4.300849,-3.341142,1.10663
4.358957,-3.107178,1.981044
4.360124,-3.048297,2.739756
4.332804,-3.045248,-2.523928
4.113329,-3.322614,-2.335737
3.907197,-3.519285,-2.837217
3.513366,-3.539053,2.842685
3.060266,-3.218037,2.300997
2.815121,-2.783352,1.725339
2.834519,-2.34688,1.221992
3.087949,-1.870385,1.102882
3.334001,-1.366398,1.027687
3.688919,-0.913758,0.876599
4.062353,-0.46921,0.741724
4.533385,-0.176359,0.397478
5.049365,-0.066173,-0.006053
5.555858,-0.21191,-0.655259
5.909066,-0.575456,-0.780367
6.292143,-0.986183,-0.897665
6.63372,-1.450569,-0.925466
6.963144,-1.992828,-1.223202
7.086026,-2.593279,-1.593787
6.967672,-3.178701,-1.969758
6.599573,-3.762583,-2.168412
6.200152,-4.298334,-2.217102
5.768666,-4.849456,-2.197757
5.346537,-5.439449,-2.172857
5.028158,-5.848009,-2.171606
4.611606,-6.449174,-2.149749
4.20128,-7.052626,-2.136625
3.915395,-7.49976,-2.127742
3.641779,-7.906419,-2.137796
3.362329,-8.342257999999999,-2.120988
3.078496,-8.786648,-2.12411
2.807077,-9.206982999999999,-2.104898
2.551044,-9.636810000000001,-2.086264
2.200622,-10.279163,-2.038013
1.96097,-10.734182,-2.019113
1.631009,-11.388449,-2.023602
1.399419,-11.835203,-2.029757
1.059125,-12.465302,-2.073202
0.667781,-13.017268,-2.468357
0.187781,-13.440532,-2.267981
-0.134296,-13.952287,-1.920141
-0.266328,-14.511597,-1.640359
-0.408059,-15.046183,-1.993713
-0.737136,-15.515812,-2.407286
-1.093239,-15.909736,-2.028584
-1.20011,-16.211754,-1.504107
-1.146973,-16.497558,-0.883151
-0.954329,-16.66818,-0.150857
-0.686979,-16.636036,0.541974
-0.367366,-16.365735,1.052682
-0.137082,-15.854097,1.233579
0.07129199999999999,-15.275278,1.215885
0.313858,-14.609488,1.205209
0.52238,-14.132057,1.197755
0.699319,-13.694143,1.18847
0.998536,-12.973565,1.162476
1.239551,-12.481217,1.135422
1.466526,-12.024213,1.13605
1.790309,-11.311464,1.125207
2.001183,-10.851219,1.210638
2.172438,-10.364122,1.226885
2.435989,-9.653276999999999,1.251544
2.724575,-8.976846,0.967703
3.223529,-8.49924,0.486247
3.909072,-8.311503999999999,-0.012827
4.593061,-8.379723,-0.169173
5.223155,-8.528352,-0.329028
5.859758,-8.789185,-0.45367
6.452396,-9.148438000000001,-0.60809
6.989422,-9.581142,-0.64168
7.531877,-10.02934,-0.669481
8.053823,-10.473232,-0.6996599999999999
8.544608999999999,-10.919567,-0.704418
9.052581999999999,-11.34175,-0.676374
9.522378,-11.764762,-0.672862
10.189394,-12.292043,-0.70945
10.636105,-12.715146,-0.824413
11.033722,-13.170824,-0.922686
11.301636,-13.652203,-1.134446
11.518866,-14.141315,-1.11031
11.770859,-14.590496,-0.9194870000000001
12.363385,-15.151071,-0.548171
12.8291,-15.358624,-0.216923
13.38483,-15.442031,0.031074
13.959853,-15.378465,0.38631
14.517588,-15.126378,0.481789
15.060539,-14.855449,0.632731
15.555049,-14.450271,0.8151119999999999
16.105304,-13.808622,0.950877
16.538254,-13.280013,0.953521
16.909954,-12.767356,0.977035
17.283,-12.262868,0.998814
17.61708,-11.71795,1.069423
17.961759,-11.166932,1.07701
18.284261,-10.569592,1.074671
18.61606,-10.017282,0.990237
18.989407,-9.482761,0.915997
19.422547,-8.989096999999999,0.858696
19.909216,-8.471118000000001,0.868951
20.401543,-7.914558,0.869611
20.850383,-7.3694,0.888081
21.305964,-6.825506,0.937548
21.71842,-6.25291,0.984942
22.125762,-5.69295,0.966228
22.424756,-5.272865,0.973378
22.841122,-4.686181,0.882903
23.148583,-4.340139,0.859299
23.672785,-3.727184,0.839261
24.021345,-3.368365,0.832658
24.361248,-2.993292,0.833898
24.714044,-2.621841,0.830773
25.208035,-2.073793,0.900178
25.533388,-1.649183,0.891577
25.860482,-1.243798,0.94262
26.314519,-0.641769,0.933965
26.631032,-0.236901,0.8971980000000001
26.937952,0.144252,0.870737
27.462403,0.703832,0.80175
27.844059,1.048582,0.774081
28.231913,1.384537,0.734232
28.782712,1.895504,0.739785
29.315441,2.377098,0.727234
29.714311,2.719528,0.842731
30.117112,3.283026,1.142608
30.309484,3.94241,1.719302
30.128537,4.555622,2.22339
29.67986,5.040324,2.497745
29.092386,5.389713,2.849773
28.341243,5.531057,-3.102857
27.661916,5.429671,-2.744616
27.017231,5.086427,-2.466345
26.434549,4.635412,-2.46322
26.011597,4.361829,-2.62951
25.535782,4.140858,-2.853206
25.006719,4.076938,3.133813
24.514775,4.158228,2.80973
24.03439,4.379127,2.585195
23.38199,4.851187,2.467653
22.823335,5.378784,2.398995
22.438475,5.716638,2.354078
22.052104,6.134407,2.29893
21.744124,6.537673,2.285828
21.395349,6.948146,2.210287
21.100967,7.383104,2.216078
20.76015,7.773642,2.399442
20.38336,8.139291999999999,2.4632
19.947177,8.475471000000001,2.520063
19.514968,8.81152,2.542746
19.122382,9.136329,2.419279
18.706566,9.488792999999999,2.384587
18.332224,9.879657,2.315229
18.02558,10.280537,2.228791
17.728083,10.72684,2.077938
17.51313,11.201309,1.898687
17.382612,11.691438,1.797257
17.350409,12.42738,1.404974
17.564292,13.07928,1.142144
17.916312,13.660653,0.796696
18.412125,14.095697,0.630503
18.880409,14.360943,0.457593
19.55401,14.590039,0.248299
20.113506,14.724964,0.290852
20.613568,14.81868,0.263018
21.315028,14.940494,0.055819
22.77637,15.114014,0.479529
23.330241,15.508692,1.045796
23.577269,15.987838,1.205225
23.767212,16.470083,1.257092
23.937981,16.97237,1.25889
24.201521,17.682449,1.12483
24.452252,18.127619,0.9690299999999999
24.971533,18.657428,0.492385
25.494036,18.926709,0.73816
25.789144,19.370271,1.417923
25.773398,20.064628,1.7075
25.725387,20.566815,1.589506
25.747689,21.348377,1.434415
25.816498,21.86527,1.418194
25.929917,22.372709,1.410564
26.030042,22.921093,1.35301
26.158623,23.459545,1.360969
26.279342,23.988513,1.354531
26.416729,24.506283,1.339834
26.560407,25.042173,1.358853
26.677511,25.560438,1.353602
26.795286,26.111116,1.365078
26.926319,26.646097,1.364636
27.057539,27.157477,1.362628
27.16469,27.683619,1.423983
27.241332,28.193141,1.44804
27.3281,28.71981,1.490349
27.354974,29.255199,1.516668
27.398807,29.762279,1.473521
27.522791,30.250656,1.150879
27.903204,30.82979,0.963975
28.198499,31.41742,1.434245
28.155037,32.020848,2.139876
27.911535,32.280428,2.825914
27.598394,32.329831,-2.802382
27.336831,32.183729,-2.196319
27.092867,31.551904,-1.73597
27.001934,30.939343,-1.512472
27.06506,30.208294,-1.479585
27.087284,29.691885,-1.492851
27.105796,29.150278,-1.588402
27.063494,28.615579,-1.725012
26.961386,28.111205,-1.777439
26.821331,27.586577,-1.854546
26.638322,27.081953,-1.868526
26.470768,26.556986,-1.863559
26.319454,26.073681,-1.852375
26.158723,25.565826,-1.83536
26.00805,25.049784,-1.822722
25.877119,24.520142,-1.805015
25.737418,24.015416,-1.789716
25.595044,23.503769,-1.772969
25.494684,22.983723,-1.727559
25.404839,22.476783,-1.653402
25.36978,21.962823,-1.646431
25.297998,21.434595,-1.641235
25.250893,20.897962,-1.633143
25.164977,20.343467,-1.723335
25.061277,19.811805,-1.764709
24.932609,19.277446,-1.814863
24.743512,18.593543,-1.910431
24.551435,18.108175,-1.935018
24.331657,17.600683,-1.980109
24.117674,17.120834,-1.965586
23.886264,16.633979,-1.950749
23.694011,16.127655,-1.859802
23.487093,15.373983,-1.685493
23.445117,14.848706,-1.521879
23.50197,14.317383,-1.279975
23.705003,13.825739,-1.008841
24.094366,13.190377,-0.868008
24.362501,12.819362,-1.077612
24.547292,12.23275,-1.540712
24.410324,11.677532,-2.12308
23.967511,11.252851,-2.552449
23.387697,10.911796,-2.63459
22.735287,10.539511,-2.52401
22.252201,10.028122,-2.037549
22.118895,9.365106000000001,-1.366763
22.332541,8.790759,-1.048507
22.52591,8.224830000000001,-1.569917
22.379961,7.594621,-1.990428
22.112744,6.962954,-1.670184
22.18874,6.265547,-1.100681
22.414439,5.853683,-1.044603
22.865772,5.292782,-0.481881
23.529217,5.16899,0.257739
24.070554,5.362513,0.315863
24.670429,5.449409,0.023699
25.341517,5.407634,-0.184483
26.036821,5.205926,-0.432242
26.487065,4.970544,-0.595987
26.896499,4.630929,-0.773829
27.249615,4.245167,-0.885659
27.546815,3.81407,-1.095387
27.735203,3.316401,-1.27397
27.87647,2.786299,-1.403175
27.920109,2.250791,-1.640469
27.851747,1.729919,-1.849975
27.674949,1.26001,-2.070451
27.25914,0.630854,-2.20764
26.949747,0.220168,-2.182795
26.631593,-0.206557,-2.193346
26.292134,-0.631691,-2.201572
25.962723,-1.076405,-2.196377
25.640527,-1.504558,-2.205614
25.313332,-1.914407,-2.19066
24.99776,-2.33203,-2.162759
24.692862,-2.775006,-2.055132
24.344784,-3.476231,-1.944506
24.178303,-4.217468,-1.463743
24.271708,-4.732913,-1.135569
24.509904,-5.181719,-0.83824
24.873601,-5.561161,-0.590954
25.319898,-5.842991,-0.525908
25.77763,-6.119892,-0.504483
26.215107,-6.379686,-0.621824
26.604083,-6.713871,-0.6906060000000001
26.973993,-7.072438,-0.896557
27.286459,-7.465347,-0.897472
27.603083,-7.87861,-0.886367
28.062664,-8.406283,-0.793621
28.557365,-8.818571,-0.39077
29.126937,-8.929577,0.141467
29.702194,-8.887411,-0.042874
30.219707,-9.058412000000001,-0.816821
30.360077,-9.335725,-1.496856
30.325691,-9.623155000000001,-2.007181
29.886386,-10.139832,-2.357535
29.448376,-10.564276,-2.400576
28.951355,-10.963286,-2.440811
28.494527,-11.438994,-2.360964
28.04858,-11.959232,-2.090752
27.760675,-12.568784,-1.642555
27.868948,-13.179326,-0.949732
28.328624,-13.663032,-0.671296
28.914769,-14.080298,-0.670195
29.425494,-14.55193,-0.737204
29.916858,-14.998446,-0.7500790000000001
30.361816,-15.443203,-0.758706
30.791212,-15.876537,-0.811704
31.130547,-16.324289,-0.875501
31.459174,-16.795025,-0.945954
31.79079,-17.17704,-0.744273
32.015785,-17.508207,-1.291883
32.017295,-17.806981,-2.068271
31.94086,-17.926424,-2.709595
31.789861,-17.940033,2.54686
31.671812,-17.742387,1.640595
31.597781,-17.154475,2.050303
31.262824,-16.727827,2.480345
